F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,Label
0.007029,0.57247,1.1536,0.69334,0.39593,0.54439,0.47985,0.21042,0.36991,0.29596,0.40569,1.5464,3.222,2.3652,2.6445,2.1184,3.0644,0.61522,1.3257,2.9525,0.65632,1.1352,1.4573,3.4117,2.4733,1.7958,2.1152,6.2865,5.3174,4.4571,3.7102,5.1168,4.1445,4.3968,2.9422,7.2321,14.035,12.543,12.447,16.436,13.041,11.247,15.438,23.424,28.402,26.215,29.753,41.753,42.96,73.901,246.19,402.29,206.9,60.075,30.277,35.829,32.908,28.74,29.252,20.58,13.341,10.012,11.31,8.8805,7.4772,8.7067,8.7337,6.5344,8.1283,5.704,5.0547,8.2678,5.9501,5.8558,8.0475,7.8491,5.8534,4.0651,6.2139,4.5873,2.7214,1.7177,0.5673,2.1011,1.6429,1.4004,0.34349,1.2494,1.0378,0.14489,0.1811,2.1694,0.52647,1.3727,1.5042,0.46893,0.74868,1.2415,0.68209,0.0083765,0.0008126,0.0058401,Void
0.0083299,0.33655,1.6357,1.6223,1.0842,0.91766,0.66356,0.82307,0.75089,2.1552,2.2706,1.3989,1.6528,1.1386,1.2518,2.9795,3.9893,3.1508,2.7183,2.295,2.3425,1.7822,2.9388,3.7492,3.0391,3.7455,5.5444,5.6571,4.5936,4.9419,6.4222,6.9448,7.7476,7.663,6.9115,7.7501,10.701,16.646,14.92,13.286,15.773,23.005,28.605,29.836,31.775,34.851,54.058,112.27,216.18,281.59,215.69,100.73,49.476,29.502,28.374,32.35,26.407,20.269,19.434,24.794,23.863,14.669,11.556,11.838,12.228,8.5941,6.8208,7.1604,9.7181,6.2195,2.5586,2.7334,1.6087,2.2559,3.0843,2.2351,3.0823,3.332,3.7112,2.957,2.3728,3.7435,5.2396,3.0727,0.84125,0.75344,0.2018,0.61799,0.61929,0.37032,0.79885,0.47477,0.8257,0.69744,0.96176,1.1099,1.6673,1.6988,0.3482,0.0084159,0.00078861,0.0060697,Void
0.0083451,0.26498,0.99345,1.0726,0.573,0.34718,0.88942,0.60836,1.4448,1.7846,2.4039,2.0781,1.7887,1.2614,2.2128,3.4298,1.6142,1.3321,1.9472,1.1559,1.3427,2.256,2.5792,2.6268,2.2222,2.378,3.6768,3.704,4.882,5.0254,4.3146,3.6318,4.2391,6.3096,10.989,11.551,9.2611,8.1183,10.291,12.564,18.503,22.855,22.228,26.766,30.665,31.632,31.321,44.247,91.805,173.21,250.53,251.99,200.77,105.22,61.077,48.93,36.947,26.147,21.382,21.067,18.867,12.751,10.055,10.007,10.03,8.4314,6.7985,6.3935,6.146,4.8541,6.1231,7.463,7.3921,7.1531,6.5411,6.2769,8.2001,5.6424,5.7297,6.5217,2.4242,0.82312,1.2554,1.5332,2.486,1.754,0.71748,0.61576,1.2475,0.93333,0.73692,1.0349,2.056,1.0459,0.52927,0.918,1.014,1.0665,0.2022,0.0054939,0.00081816,0.005455,Void
0.012085,0.8825,1.107,0.396,0.69604,0.48106,0.01446,0.6968,0.49959,0.0039646,0.059015,0.74414,0.42526,0.021055,1.175,3.1509,6.6972,4.8229,3.481,2.6437,3.3082,2.2705,2.7704,1.9023,2.5406,1.5839,4.2473,3.2741,6.1537,2.8239,3.4581,3.0047,2.9971,3.6847,1.6572,5.4743,5.258,5.792,4.7043,8.0696,6.6368,5.6309,5.4941,15.087,23.206,19.48,21.867,37.077,50.915,73.554,128.57,415.72,244.62,77.427,50.438,38.936,18.199,19.758,18.56,19.097,10.097,8.6038,8.0358,7.2016,5.6047,6.5406,5.2023,6.965,9.0438,9.1468,5.1777,3.7929,4.3884,5.0886,3.1339,1.3015,1.6317,2.4232,1.3182,1.4197,1.6042,2.0731,2.8152,1.8542,2.6597,3.0931,2.929,1.3897,2.2952,0.34507,2.4944,2.478,2.6109,0.28565,0.72289,0.42503,0.63559,0.99022,0.76842,0.0082302,0.0007705,0.0065739,Void
0.0060702,0.14427,0.77638,1.19,0.86781,0.68119,0.54257,0.46345,0.45785,0.42142,0.3608,0.36557,0.29663,0.37508,0.30649,0.37149,0.39655,1.8901,3.7827,3.8461,3.0481,2.4462,2.609,4.7254,5.5437,5.5159,4.7753,3.8787,3.761,3.2462,3.3284,4.6045,5.0424,3.5674,3.2105,4.0956,4.2142,3.8474,5.7214,9.261,9.7696,8.0615,7.7599,10.985,17.616,26.139,36.351,48.945,74.926,119.76,158.01,178.92,197.33,193.25,150.41,92.393,54.484,42.528,34.558,24.885,19.377,14.624,10.538,8.3419,6.7209,6.7613,7.7495,7.6401,8.585,11.013,10.264,5.7637,2.1031,1.736,2.6508,2.808,2.9596,3.6219,3.9205,2.9761,1.8082,1.767,1.9396,1.8292,1.9078,1.7582,2.6082,3.5325,2.8312,2.5244,2.4109,1.8251,1.4179,1.0277,0.72161,0.76766,1.1476,0.76992,0.15485,0.0069132,0.00071782,0.0054534,Void
0.0045849,0.10545,0.62288,1.0369,0.78234,0.74586,0.39818,0.83486,2.0657,1.8309,1.1461,1.1278,1.3086,1.0306,0.74336,1.178,2.0678,2.9945,3.6459,3.4533,3.9601,4.183,5.6828,7.2372,7.4784,6.9695,6.2245,5.9433,5.4432,4.8537,5.8861,6.6088,6.3907,8.0766,9.9424,11.118,12.614,16.808,20.899,25.33,25.919,27.295,29.834,32.095,37.634,50.368,84.419,154.89,217.68,213.65,175.62,122.66,69.874,43.657,35.799,33.327,32.994,27.006,21.279,15.025,11.135,11.413,12.142,12.296,10.686,7.0275,5.4885,4.6351,3.8602,4.0362,3.8839,4.8077,5.8651,4.7065,3.2043,2.8934,3.4548,3.3047,3.3873,4.7217,5.1942,4.4859,4.9108,4.7907,2.9695,2.3366,2.007,1.3413,1.2257,1.8478,2.0342,0.95306,0.42667,0.65932,0.5786,0.82229,1.1124,0.70573,0.13912,0.0064676,0.00080628,0.0058587,Void
0.0068698,0.3513,1.526,2.0544,2.7591,3.1812,1.7178,2.0112,1.6982,0.84582,2.3683,2.9023,1.9802,2.5329,4.4871,3.3127,2.8348,4.0572,2.3924,2.7506,3.0295,2.6397,1.7048,1.6199,4.4126,7.3392,7.0519,8.8955,6.7744,7.1382,5.48,7.2473,7.1285,4.9252,7.1746,9.6265,9.9969,11.055,14.737,19.077,23.711,21.271,17.21,21.061,27.652,33.148,35.401,42.878,69.284,179.26,411.16,243,66.946,33.751,25.63,30.342,34.885,32.767,27.48,21.932,20.109,10.831,8.7916,10.864,8.4556,8.6118,9.4441,8.2426,8.1407,7.558,5.6529,4.6016,4.7596,5.9406,5.9365,6.1353,6.5241,6.7995,6.6127,6.6288,5.8631,3.4406,3.2949,3.6704,3.7341,4.3958,4.968,4.0289,2.8046,1.9063,2.0917,1.088,1.3456,1.4647,2.0329,0.86306,1.0586,1.2965,0.34676,0.0075149,0.00079129,0.00669,Void
0.0063466,0.4296,1.293,0.56492,0.74238,0.35203,0.26164,0.62449,2.4438,2.8173,2.0713,1.6084,1.554,2.1418,1.9457,1.7597,2.1206,1.7108,0.98722,1.3711,2.1154,2.4907,1.9061,2.778,1.9282,2.2913,1.6353,5.6707,7.1225,4.0102,6.0525,8.0557,5.8977,5.6775,8.8233,9.9446,8.7316,8.5756,9.6123,11.137,13.833,17.248,23.556,22.426,21.834,26.231,34.105,38.219,37.251,62.223,218.12,349.81,241.17,81.672,42.725,34.049,29.312,28.51,29.348,27.888,21.8,9.5417,8.1721,8.3047,7.9007,7.0427,9.1261,5.482,7.1592,7.0737,5.8528,5.6577,5.9876,8.3238,6.333,9.0059,5.696,4.1602,4.4875,3.6705,3.9076,3.4095,3.6842,4.0104,1.9203,0.84821,1.6759,1.1336,1.2438,1.5199,2.6703,0.8512,1.5518,1.4991,0.94868,0.73527,0.76068,1.3751,0.45942,0.0064775,0.00083808,0.0062479,Void
0.006431,0.87565,0.69363,0.65447,0.25783,0.50545,0.43741,0.081129,0.27216,0.17802,0.5508,0.0074173,0.21759,0.20755,0.29126,0.22973,2.4659,2.8004,2.878,4.2469,3.3463,3.3742,1.9364,2.5487,2.228,1.0947,2.888,3.6945,2.76,3.4253,4.366,2.4102,2.8571,1.5329,3.5249,2.9101,2.8175,2.5515,6.3244,6.7609,8.084,4.1935,5.6386,6.2449,12.676,13.019,22.167,34.609,42.667,43.614,84.297,401.73,198.53,66.911,47.283,16.222,14.479,13.398,12.65,9.7853,10.5,10.6,7.5604,4.5857,5.9885,7.8733,7.7692,3.7773,2.7647,5.1764,4.6434,5.4711,2.393,2.1168,2.1652,3.3313,1.494,0.25789,2.0823,2.0431,1.9283,1.4818,1.3107,0.68045,1.4523,1.1622,2.5943,1.3394,1.6217,3.6144,1.7482,0.49586,1.3667,1.1908,0.37151,0.1436,0.84179,0.64762,0.85344,0.0062017,0.0007485,0.0078124,Void
0.0057644,0.69281,0.78937,0.90237,0.12319,0.2259,0.72475,0.0031023,0.030057,0.99222,0.059157,6.89E-07,0.016686,0.75447,0.228,0.0038784,1.5079,2.9727,2.6219,1.3709,2.1632,2.2077,2.2571,1.8549,3.4284,2.7338,2.0032,1.2306,2.244,3.7205,3.8127,2.3876,2.6323,2.9134,1.3821,5.318,4.3026,4.4496,3.6415,2.3043,3.446,4.468,4.4789,8.0866,9.6864,17.346,20.992,26.87,29.504,39.974,59.674,125.27,383.28,161.27,53.649,43.133,36.793,20.243,12.201,10.82,7.5664,6.1354,4.8528,7.3286,5.8578,5.9977,7.3964,4.1449,4.6132,8.548,2.4334,2.6519,1.122,1.8231,2.1111,1.0572,1.0768,2.0775,4.2022,0.81816,0.94512,0.36283,2.0341,0.85933,0.3253,1.7047,1.8577,0.04165,1.8594,1.9991,0.5478,2.5096,2.5992,2.093,2.3125,2.8222,0.32558,1.0722,0.92011,0.0091301,0.00074246,0.0077898,Void
0.01043,1.0645,1.0254,0.053138,0.85186,0.10448,0.0012053,0.71526,0.16624,5.49E-10,0.0011763,0.73087,0.15497,4.08E-18,7.68E-09,0.010191,1.9737,1.0356,0.62223,0.3985,0.52436,0.77054,1.4001,3.157,1.7518,1.3199,5.0927,4.3776,2.6854,2.6222,1.9109,2.6322,1.1212,1.1218,2.5827,2.6187,3.8582,5.1685,4.7516,4.3131,3.316,4.8616,4.0262,2.7372,4.5888,9.7258,14.925,19.316,19.235,23.215,42.822,65.189,109.46,407.15,132.1,43.163,28.632,21.896,22.64,15.412,14.45,14.012,11.594,6.6404,4.2796,4.8291,4.0386,2.5739,3.5178,2.8458,4.1771,3.3553,2.511,5.4321,3.2667,1.3538,1.6692,0.85894,1.4371,1.3285,0.069489,0.67904,1.0684,1.2713,0.80568,0.90318,0.92535,0.94355,2.2699,0.65596,1.1715,1.6674,2.4419,2.2394,1.9015,2.935,0.55057,1.0601,1.0734,0.011587,0.00072791,0.0080034,Void
0.0050423,0.13972,0.7897,1.1164,0.93059,1.1363,1.7884,1.4889,1.1511,0.90676,1.101,2.0697,3.399,3.7102,4.3466,3.5502,2.809,2.9086,2.4139,3.1184,3.8662,2.8707,2.2699,2.617,2.5689,3.5918,5.1174,4.8849,4.6929,4.2687,5.2431,6.9208,8.4259,9.0677,8.7836,11.525,11.427,11.222,14.41,25.395,25.821,22.616,26.092,40.421,69.562,106.46,166.1,228.42,219.18,144.88,90.376,56.432,38.746,32.241,26.183,17.265,15.075,14.688,10.618,8.9849,8.3634,8.1779,10.864,11.676,9.1563,7.8842,7.3292,8.3884,9.1344,7.0393,5.8268,6.7895,6.3322,3.4723,1.7631,1.9447,1.1963,1.1108,2.2345,2.2834,2.3356,2.6922,2.7467,1.8988,1.0129,0.78838,0.70021,1.1505,1.5999,1.382,0.66347,0.63663,0.46158,0.42724,0.71798,0.77258,1.1632,0.84138,0.16424,0.0063216,0.00085317,0.0061129,Void
0.0081795,0.3301,1.6806,2.2324,1.943,1.2856,2.4588,2.3424,1.2148,1.3251,1.8678,1.078,1.7296,2.5472,2.4319,2.4757,3.2124,1.9505,4.2408,3.4785,2.7894,3.9074,4.5731,3.9472,4.9386,4.4403,4.5808,3.2373,5.6392,8.5974,8.9788,6.9321,6.2679,6.4201,6.4673,6.1656,8.5227,8.8055,11.37,17.297,21.373,20.704,17.558,18.03,22.079,26.853,31.735,39.97,48.196,96.986,246.8,336.55,192.7,62.676,38.367,33.294,29.959,31.447,32.076,25.882,21.78,17.494,13.176,10.816,7.7569,7.559,6.8233,8.8718,9.1087,7.2434,6.4811,5.5457,4.7064,5.7006,5.6764,7.6895,6.6149,6.9591,7.0875,5.5722,4.6374,2.6302,2.4974,3.4922,4.8003,2.4974,1.3655,2.8431,3.1156,3.4528,2.3657,3.2805,3.165,1.0804,1.2852,1.5698,2.2843,1.7963,0.30128,0.0064816,0.00082963,0.0067786,Void
0.0069288,0.31097,1.4478,1.3717,0.81849,0.85187,0.52834,1.7685,2.0268,1.6939,1.4879,2.0374,3.7988,3.6233,2.3822,2.0509,2.0044,2.2557,1.4285,1.4672,1.9125,1.7558,1.4041,3.1341,2.7598,3.5011,5.0592,6.9143,5.0185,3.6734,4.5042,5.9334,6.983,5.5502,4.2564,4.916,5.1612,5.0634,3.252,3.9961,11.694,19.644,16.369,11.05,13.361,15.196,14.077,16.83,21.989,28.992,34.301,29.091,25.474,31.511,79.399,197.82,298.26,249.23,111.79,45.265,27.583,24.796,26.772,22.478,20.547,19.616,20.502,17.505,12.475,10.404,8.7796,8.2747,6.7869,9.3739,9.6218,7.2868,7.5328,8.4892,10.112,8.0333,7.9048,6.2629,5.2814,4.2702,4.3197,6.0321,6.2916,6.0665,6.7661,7.0199,4.3453,4.7535,6.0021,4.6432,5.6713,6.1126,3.2359,1.8739,0.39675,0.0090843,0.00081754,0.0072585,Void
0.007962,0.38154,1.8448,3.3328,2.2215,2.9602,2.9216,2.0806,1.539,2.2215,2.0754,2.4441,1.7112,4.1982,3.5463,2.8224,2.2194,3.0042,4.3917,5.4263,3.7559,1.851,2.4299,1.5365,4.0357,4.4714,0.88042,1.1161,3.3235,7.5845,8.5623,10.632,9.0108,8.9051,7.5178,7.0963,7.0961,12.182,13.351,11.556,12.516,14.835,19.446,28.675,40.015,69.848,131.01,234.74,299.61,193.42,95.976,50.163,31.152,29.62,24.695,17.915,14.265,12.824,9.3642,8.7679,7.4436,9.4998,6.4218,5.8545,6.0979,7.2819,7.6602,9.0742,9.9714,5.82,3.7176,4.6274,5.4283,2.7202,1.4574,3.0948,4.2624,2.8428,0.72877,1.4116,3.1899,2.0859,3.0119,3.3388,3.7495,4.3637,3.7078,2.4061,1.1674,1.0703,1.2694,0.84185,0.5361,0.08265,0.53663,0.7086,0.66437,1.1091,0.25396,0.0052586,0.00085132,0.0067523,Void
0.0061092,0.22193,0.98244,1.1749,1.48,1.6433,0.87174,1.0195,0.89823,0.58829,0.64934,0.81915,0.52865,0.62078,0.35589,0.68004,0.66634,2.3292,4.653,3.8976,4.3201,3.7248,3.315,2.6238,2.3652,1.9955,3.0923,3.8967,4.4899,3.7623,2.37,2.8796,2.8051,2.9369,2.6283,3.0793,2.2615,3.0633,7.983,9.0417,8.927,9.671,15.98,17.81,17.094,19.261,21.929,33.322,47.249,57.593,99.34,199.37,215.63,188.53,137.65,59.521,45.962,34.33,23.395,18.968,14.625,14.16,15.23,15.305,9.4345,5.0807,3.7772,4.161,6.6304,7.0522,5.5616,4.3552,6.3053,5.8441,3.3628,2.6666,2.8362,3.5346,3.0265,4.5156,4.2184,3.2,3.3364,5.1924,6.1094,4.0721,2.0181,1.2908,2.3756,1.8374,0.6819,1.098,1.1331,1.1448,1.6597,0.93531,1.0231,1.0362,0.23612,0.0065885,0.00074239,0.0068396,Void
0.012365,1.3135,1.684,1.8444,1.8771,0.93695,1.65,0.50898,1.1382,0.906,0.35352,1.083,1.1397,0.079403,1.6165,2.0611,1.2313,1.0757,1.5201,2.8777,1.3027,2.7301,3.5451,2.4029,5.1395,6.0075,3.7111,2.888,4.3915,5.4194,3.3749,3.0239,3.2992,3.6997,6.1436,2.9963,3.7954,6.9648,9.3209,13.895,15.97,19.389,24.61,25.174,38.183,53.286,72.747,271.93,338.58,79.979,57.889,29.864,23.577,15.489,15.831,16.463,11.769,7.3305,7.5946,8.1131,5.8855,9.6557,7.6841,5.14,3.9384,2.8229,3.7592,6.276,1.8734,3.2157,0.52435,1.3922,1.2994,2.2956,1.4227,1.6689,2.2972,1.889,4.3605,1.7687,1.9513,0.75239,1.2047,1.1545,0.55682,0.87305,1.3438,1.1771,0.99803,1.8769,1.9756,0.92815,0.99118,1.025,1.2942,2.0796,1.1277,1.2663,0.93837,0.0074486,0.00076549,0.0076583,Void
0.0069728,0.46561,1.0836,0.59989,0.54755,0.50963,0.086314,0.58901,0.42063,0.017429,0.1796,0.66038,0.24914,0.99732,3.1271,2.4951,2.002,1.3055,1.0929,0.91624,1.281,1.7562,1.577,1.865,2.7899,3.2245,2.8681,2.2963,2.0897,1.8302,1.3814,2.1965,7.0813,5.7665,4.4352,3.8043,3.118,3.1001,2.6062,4.6659,2.952,3.4034,5.7381,8.0378,10.797,14.297,22.057,24.311,25.269,44.889,59.476,124.22,240.31,246.06,148.85,75.213,45.467,22.005,14.487,12.609,11.297,8.7624,6.6914,8.3181,6.8063,7.1721,7.1812,4.4346,5.9771,5.2918,2.9408,4.6096,3.5964,1.2899,0.84502,1.178,2.0661,2.6909,2.706,2.1527,0.76471,1.958,1.3372,0.59111,0.9509,1.2664,1.6587,1.118,0.688,2.4161,1.1262,1.5042,2.3758,1.9242,3.3013,4.0727,1.7465,1.3284,0.48514,0.0063623,0.00076454,0.007315,Void
0.0088825,1.0426,0.97438,0.066964,0.72596,0.12324,0.085453,0.38751,0.32692,0.00057365,0.34768,0.081803,0.51116,0.003386,0.042154,0.41537,0.094407,1.7096,0.38279,1.0299,0.53793,1.605,0.92805,3.6845,3.7679,1.5472,4.5514,3.2841,1.839,3.1597,1.2877,2.9193,1.5876,2.3295,0.68216,3.8158,3.9014,5.4663,5.1044,5.3386,4.5307,4.0445,3.3493,4.2458,9.9808,10.196,16.543,18.175,26.602,44.731,58.803,132.45,399.08,95.305,45.489,25.877,21.166,17.923,19.797,7.2586,10.794,7.5985,4.5598,3.152,3.5972,5.3138,3.8884,5.6193,3.4518,4.7143,3.3959,3.3812,2.8779,0.6347,0.76153,1.0127,2.4054,0.48451,1.5941,1.988,1.1692,0.96663,0.80038,0.30564,1.8242,1.3112,0.79354,1.5276,1.1546,1.7833,2.7638,3.4037,1.2019,0.85913,0.19454,0.19094,0.6841,0.52603,0.82756,0.005847,0.00073708,0.0081916,Void
0.0054946,0.44814,1.0017,0.59046,0.47878,0.40072,0.26448,0.36425,0.26501,0.24164,0.27648,0.21842,0.19933,0.29384,0.04364,0.42206,0.075692,0.96569,1.3773,0.67469,0.96129,0.93299,1.5627,1.7958,0.3858,1.5947,2.1316,2.2893,2.4697,2.6829,1.8348,3.4002,3.2527,3.428,2.2695,2.6107,3.6708,3.3286,3.5549,4.5119,7.0873,7.2737,4.8254,4.7353,7.8176,12.333,15.158,18.094,23.61,42.589,73.582,96.155,203.29,245.32,171.76,56.728,31.71,33.498,27.654,19.791,14.605,11.073,6.1279,6.9917,5.6789,5.6747,7.073,4.2954,1.6673,2.2677,1.8852,1.2958,1.722,1.7553,3.0447,2.163,1.3599,1.3483,0.79305,1.6948,3.1396,1.6578,0.92316,0.93348,1.3906,2.4911,1.6833,1.9725,2.2981,2.0815,0.25679,0.61501,0.92916,0.98939,1.092,1.272,0.45689,1.115,0.52999,0.007146,0.00081666,0.0068812,Void
0.0076486,0.31702,1.0068,0.889,0.32962,0.97386,1.2754,1.043,1.3799,2.0051,1.1918,0.8839,1.57,1.2264,0.36026,0.65452,1.6794,2.9342,2.8931,2.7231,3.1007,3.2542,3.7073,3.4227,3.0719,2.5645,3.5216,3.8075,2.991,2.3598,2.2308,2.2017,4.575,3.9569,2.9968,2.6959,2.3847,3.2028,3.0795,2.9457,5.3033,9.8807,17.54,23.613,27.813,30.896,40.931,46.634,64.284,120.84,239.51,251.91,158.11,80.984,44.95,37.318,20.582,15.64,19.538,15.685,11.101,7.9815,5.648,3.7899,3.5142,4.2111,5.2285,6.0125,5.1582,7.3447,5.3836,3.5364,3.4261,3.6511,4.7313,2.6593,2.5763,1.6866,1.435,2.1386,2.2315,2.0518,2.8626,3.2433,2.7642,2.0349,2.3028,1.6422,1.5873,1.5769,1.3206,0.89201,0.66299,0.96378,0.88857,1.4481,1.8298,1.3955,0.24873,0.0049527,0.00073359,0.0068696,Void
0.0064591,0.47097,2.1148,2.0814,1.2758,1.3334,0.87014,0.71557,1.1513,0.60378,1.3164,2.5231,2.5974,3.3167,2.7654,2.2136,2.7886,3.1037,1.7053,3.3742,2.6578,3.1541,3.6702,6.4,5.2709,10.572,8.6899,6.4945,5.5485,7.0918,4.1925,4.2892,5.9507,9.0813,7.2987,7.1444,10.775,12.256,14.294,15.287,18.516,16.497,17.133,21.959,30.005,33.451,43.662,85.078,261.27,370.96,116.94,35.486,26.139,24.061,29.542,33.706,29.684,19.593,13.876,11.734,9.2685,10.319,9.7319,7.5134,6.1843,6.7404,7.3384,5.0841,4.8267,4.7082,3.5193,3.3086,3.5188,4.548,6.4838,4.1631,3.5932,2.7735,3.865,5.0282,3.4987,3.8857,3.7339,3.7442,2.5407,1.8876,2.203,2.5626,2.6043,1.5919,0.8079,1.3173,1.6523,1.6856,1.4926,0.5916,0.70279,1.2094,0.56607,0.010306,0.00078046,0.0073921,Void
0.0070116,0.059866,0.29199,0.83054,1.4351,1.639,1.4729,1.4043,1.7677,2.3297,2.5065,2.2986,1.9956,1.7782,1.9479,2.4763,2.8543,3.2125,4.2383,5.4546,5.8516,5.4813,4.95,4.7387,5.3464,6.7592,7.9701,8.1577,7.7453,7.5948,8.0531,8.7696,9.4132,10.173,11.087,11.749,11.97,12.158,12.666,13.369,14.325,16.548,20.919,27.004,33.126,36.777,37.577,38.456,42.757,52.008,66.16,86.022,113.72,146.86,178.62,201.34,202.57,176.56,137.55,102.61,76.421,58.015,46.402,40.12,35.865,31.062,26.291,22.556,19.951,18.262,17.206,16.831,16.96,16.457,14.907,13.407,12.692,12.384,11.43,9.5858,8.1088,7.6419,7.9467,9.0339,10.558,11.91,13.178,14.087,13.012,9.476,5.6581,3.4059,2.3299,1.777,1.545,1.2413,0.70667,0.24864,0.05116,0.005957,0.00081242,0.0048732,Void
0.0097367,1.5228,2.7522,1.6032,1.588,0.92996,1.1587,0.87994,0.7315,1.012,0.18455,1.612,1.4287,1.7243,1.1128,1.1171,1.052,2.3553,2.1382,1.7902,1.1656,1.3235,3.6447,2.8902,4.4818,4.6764,5.7158,4.0986,3.355,3.8957,3.23,5.8599,3.6104,3.5815,2.7334,4.9028,4.718,3.6135,6.9036,10.376,14.661,24.21,21.512,23.303,33.832,42.149,63.869,187.58,400.34,115.06,42.362,31.211,18.305,13.901,18.08,13.739,9.4069,10.756,6.2263,7.3051,10.161,10.027,7.52,3.2861,3.7236,4.8827,6.5641,3.2765,2.9936,1.5621,0.82222,2.2597,1.8001,1.1871,0.8334,1.4631,2.9597,2.2843,3.0326,0.85725,1.6033,2.3224,1.0795,1.5432,1.3134,1.5094,0.27784,0.89005,1.7844,0.88941,1.3948,2.4326,0.37592,1.2009,1.2633,1.7387,1.1778,1.3319,1.0678,0.0072867,0.00074526,0.008074,Void
0.0046537,0.12251,0.67116,0.96744,0.69906,0.54668,0.44486,0.35308,0.4193,0.3862,0.19329,0.27882,0.40363,0.35492,0.11969,0.11178,0.35331,0.41805,0.34197,0.61019,1.0743,1.4185,2.0595,2.1727,2.1784,1.9014,2.0593,3.4972,3.9306,3.4902,3.4359,3.9547,3.9582,3.5552,3.2713,3.164,2.8502,3.9829,3.895,3.7106,5.2245,6.6122,7.1058,8.7288,9.9481,13.685,18.697,22.661,30.628,42.73,57.798,78.28,120.47,168.82,175.91,158.33,132.48,80.994,50.223,42.876,38.263,28.894,16.733,9.3993,8.1554,7.0151,4.0959,4.2732,5.6858,4.4988,2.4751,3.2886,3.383,3.1954,4.1037,3.9127,3.1011,2.8214,2.7296,2.7065,2.1414,2.3145,2.1786,2.0417,2.4798,3.411,4.2887,2.9346,1.2239,0.79614,0.86234,0.67523,0.81101,1.0414,1.1363,1.6041,1.9946,1.1261,0.17933,0.0063788,0.00085431,0.0061515,Void
0.0050107,0.32239,1.18,1.2768,2.2049,0.98269,0.73206,1.5097,0.46722,0.49016,0.63809,1.0987,0.85325,1.6283,1.0986,1.5141,2.6894,1.8752,1.0802,1.4807,0.6244,1.0391,2.0625,1.46,4.2725,6.4316,7.4541,4.6502,4.5002,7.3592,9.2824,6.4324,5.4444,5.2778,4.6227,7.0181,7.8707,7.5185,11.096,15.167,16.136,17.455,19.781,16.68,16.119,24.181,27.883,33.511,51.28,170.76,398.61,135.12,48.506,31.165,27.742,26.69,32.529,30.808,21.455,13.043,8.4383,9.3329,7.7492,7.5155,5.6012,3.3038,3.3769,4.6426,3.504,3.7246,6.0994,4.4642,2.9244,4.405,5.0998,4.9617,4.6116,4.7031,3.9835,2.4636,4.3673,4.2731,3.9977,2.3213,4.338,4.6682,0.7733,0.37362,0.75867,1.2847,1.4071,0.2156,0.43953,0.54538,0.25385,0.59541,0.68089,1.0961,0.37252,0.0056676,0.0007494,0.0075572,Void
0.0087983,0.75004,1.3021,0.71637,0.80036,0.33182,0.60764,0.17492,0.73023,0.035551,0.59057,0.28923,0.025867,0.63935,0.242,0.016217,0.43452,0.48612,1.2529,1.7559,1.2688,1.8346,2.609,2.5238,3.1782,2.347,2.3258,1.7635,3.196,3.4981,3.2542,3.829,2.4426,2.5683,3.8501,4.1769,6.4603,7.0387,6.4876,8.6741,9.5396,12.655,17.109,20.097,32.905,32.537,32.701,37.97,96.413,348.39,135.71,48.001,26.464,30.816,23.012,21.735,18.402,11.468,9.8729,7.456,6.6052,7.6181,3.7811,4.1214,5.0631,4.6743,2.5658,2.4414,2.1461,3.744,3.0206,3.7428,5.1379,4.0202,2.8033,1.629,2.1706,1.3535,0.92268,0.61396,0.75612,1.3475,1.8885,0.25307,0.38642,0.26069,0.2515,0.37579,0.18867,0.39175,0.39419,0.26934,0.56586,0.21081,0.72802,0.45759,0.73168,1.3333,0.63913,0.006032,0.00069687,0.0080304,Void
0.0052139,0.42169,1.0351,0.51476,0.58246,0.15299,0.46535,0.45778,0.052089,0.36582,0.22674,0.41995,0.026861,0.23573,0.41088,1.1831,1.0605,1.028,1.8472,1.0558,2.0589,2.3787,2.758,4.772,4.1931,3.5791,3.3343,2.884,2.232,2.3181,4.7301,2.9369,3.0028,1.8032,3.5964,3.0607,2.8124,1.8497,3.6467,7.5283,6.7613,8.5384,8.6112,8.1741,6.728,15.68,23.074,41.238,49.352,72.598,147.57,301.27,202.65,73.876,45.465,39.901,29.865,18.957,17.661,10.143,4.6214,4.2094,4.5384,6.8295,5.4701,4.0266,4.4255,6.5349,2.9628,3.0627,2.6249,2.2012,3.6409,3.36,2.291,2.5136,2.697,3.4279,1.8107,0.69879,1.8352,1.6853,2.4336,1.6037,2.4166,2.8723,2.6609,3.4056,2.0444,1.2703,0.79703,0.43941,0.29374,0.10778,0.59779,0.3575,0.61637,0.91912,0.50259,0.0064625,0.00081954,0.0072215,Void
